"STATION","ID","ELEV(FEET)","LATITUDE","LONGITUDE","COUNTY","RIVER BASIN"
"PATTERSON MTN REPEATER","PMR","8140","36.956402","-119.050797","FRESNO","KINGS R"
"PECKINPAH","PCK","5150","37.246792","-119.461197","MADERA","SAN JOAQUIN R"
"PELICAN POINT AT ROARING RIVER","PEL","0","38.110870","-121.971802","SOLANO","DELTA"
"PERRIS","PRR","1600","33.858002","-117.182999","RIVERSIDE","SAN JACINTO R"
"PERRY RANCH","PRY","315","38.148998","-120.921997","CALAVERAS","CALAVERAS R"
"PETALUMA RIVER AT D STREET BRIDGE","PTB","10","38.233002","-122.635002","SONOMA","PETALUMA R"
"PETALUMA RIVER NR CORONA ROAD","CRD","30","38.266998","-122.667000","SONOMA","PETALUMA R"
"PETERSON FLAT","PET","7150","41.302219","-122.527779","TRINITY","TRINITY R"
"PG&E CONDUIT #3 NR BASS LAKE","C3B","3300","37.289200","-119.528900","MADERA","SAN JOAQUIN R"
"PH-27 PIT RIVER AT BIG BEND","PRB","1680","41.020000","-121.908997","SHASTA","PIT R"
"PH-30 PIT RIVER BLW PIT NO 4 DAM","PR4","2360","40.974998","-121.778999","SHASTA","PIT R"
"PIKE COUNTY","PKC","3714","39.474998","-121.202003","YUBA","YUBA R"
"PILARCITOS CREEK BL STONE DAM","PIL","500","37.524662","-122.399414","SAN MATEO","COAST-SAN MATEO"
"PILARCITOS DAM","PLD","700","37.548000","-122.421997","SAN MATEO","SAN MATEO CREEK"
"PILOT CREEK ABOVE STUMPY MEADOWS RES","PLT","4280","38.894722","-120.567223","EL DORADO","AMERICAN R"
"PILOT HILL (CDF)","PIH","1200","38.831699","-121.009201","EL DORADO","AMERICAN R"
"PILOT PEAK (DWR)","PLP","6800","39.785892","-120.877777","PLUMAS","FEATHER R"
"PINE CANYON PATROL STATION","PNY","3400","34.673332","-118.428886","LOS ANGELES","MOJAVE DESERT"
"PINE FLAT DAM","PNF","970","36.833000","-119.324997","FRESNO","KINGS R"
"PINE FLAT WEATHER","PFW","610","36.823601","-119.336899","FRESNO","KINGS R"
"PINE GROVE","PIN","2440","38.415829","-120.665558","AMADOR","MOKELUMNE R"
"PINECREST (PG&E)","PCR","5600","38.200001","-119.983002","TUOLUMNE","STANISLAUS R"
"PINECREST 2 RAWS NEAR PINECREST 1SW","PNW","5600","38.186111","-120.010559","TUOLUMNE","TUOLUMNE R"
"PINEHURST","PNT","4060","36.685280","-119.000000","FRESNO","KINGS R"
"PINOLE CREEK AT SAN PABLO","PSP","10","38.005859","-122.289177","CONTRA COSTA","EAST BAY"
"PINYON CREEK","PYC","4930","35.557999","-118.142998","KERN","KERN R"
"PIONEER DITCH AT TRENTON WEIR","PTW","549","36.059399","-118.922798","TULARE","TULE R"
"PIRU","PIU","624","34.403999","-118.809998","VENTURA","SANTA CLARA R"
"PIRU CANYON NEAR LAKE PIRU","PCQ","100","34.513332","-118.756699","LOS ANGELES","PIRU CR"
"PIRU CREEK BLW BUCK CR NR PYRAMID LAKE","PIR","2600","34.665001","-118.822998","VENTURA","PIRU CR"
"PIT #1 PH (PG&E)","PR1","2880","41.000000","-121.498001","SHASTA","PIT R"
"PIT #3 PH (PG&E)","PR3","2100","40.998001","-121.747002","SHASTA","PIT R"
"PIT #5 PH (PG&E)","PR5","1458","40.987000","-121.977997","LASSEN","PIT R"
"PIT R BELOW PIT #1 PH NEAR FALL R MILLS","PP1","2798","40.983219","-121.511925","SHASTA","PIT R"
"PIT RIVER ABOVE LOOKOUT","PRL","4173","41.343632","-121.135506","MODOC","PIT R"
"PIT RIVER ABV PIT #1 PH CALCULATED FLOW","P1U","2700","40.986065","-121.499298","SHASTA","PIT R"
"PIT RIVER AT SHASTA LAKE","PSH","1036","40.842999","-122.015999","SHASTA","PIT R"
"PIT RIVER BELOW LAKE BRITTON","P35","2750","41.021294","-121.675690","SHASTA","PIT R"
"PIT RIVER NEAR CANBY","PCN","4266","41.406002","-120.927742","MODOC","PIT R"
"PIT RIVER NEAR MONTGOMERY CREEK","PMN","1036","40.842999","-122.015999","SHASTA","PIT R"
"PITTSBURG","PTS","10","38.042976","-121.892479","CONTRA COSTA","DELTA"
"PIUTE PEAK","PPK","6650","35.426998","-118.408997","KERN","CALIENTE CR"
"PIUTES FS","PTE","6440","35.445599","-118.278900","KERN","MOJAVE DESERT"
"PLACERVILLE WEATHER STATION","PWS","1858","38.695431","-120.824303","EL DORADO","AMERICAN R"
"PLEASANT VALLEY","PLV","360","36.989700","-121.830597","SANTA CRUZ","PAJARO R"
"POINT PINOS","PPN","55","36.518002","-121.931000","MONTEREY","MONTEREY COAST"
"POISON FLAT","PSN","7900","38.500999","-119.630997","ALPINE","CARSON R"
"POISON RIDGE","PSR","6900","37.402821","-119.520813","MADERA","SAN JOAQUIN R"
"PONCIANO RIDGE","PNR","2610","36.400002","-121.723000","MONTEREY","CARMEL R"
"PORT CHICAGO","PCT","0","38.056789","-121.999969","CONTRA COSTA","DELTA"
"PORTOLA","POR","4951","39.817501","-120.496902","PLUMAS","FEATHER R"
"POTRERO","POT","2350","32.605000","-116.609001","SAN DIEGO","SWEETWATER R"
"POTTER VALLEY","PTV","1080","39.364399","-123.127197","MENDOCINO","RUSSIAN R"
"POTTER VALLEY CENTRAL","PVC","951","39.320915","-123.102821","MENDOCINO","RUSSIAN R"
"POTTER VALLEY NORTH","PVN","1326","39.361259","-123.113213","MENDOCINO","RUSSIAN R"
"POTTER VALLEY PH","PVP","1020","39.367001","-123.133003","MENDOCINO","RUSSIAN R"
"POVERTY","POV","2066","37.443054","-121.770554","SANTA CLARA","ALAMEDA CR"
"PRADO DAM","PRA","566","33.889999","-117.642998","RIVERSIDE","SANTA ANA R"
"PRAIRIE CITY","PRC","311","38.591999","-121.161003","SACRAMENTO","AMERICAN R"
"PRATTVILLE (PG&E)","PVL","4520","40.209000","-121.156998","PLUMAS","FEATHER R"
"PRISONERS POINT","PPT","0","38.066002","-121.561996","SAN JOAQUIN","DELTA"
"PROSSER CREEK NEAR TRUCKEE","PTK","5602","39.373241","-120.131584","NEVADA","TRUCKEE R"
"PROSSER CREEK RESERVOIR","PRS","5622","39.379398","-120.136703","NEVADA","TRUCKEE R"
"PULGAS","PUL","644","37.474998","-122.297997","SAN MATEO","SAN MATEO CREEK"
"PUMPING PLANT 1","PM1","34","38.931854","-121.634148","SUTTER","SACRAMENTO R"
"PUMPING PLANT 2","PM2","34","39.026318","-121.726768","SUTTER","SACRAMENTO R"
"PUMPING PLANT 3","PM3","34","39.120239","-121.779114","SUTTER","SACRAMENTO R"
"PUMPING PLANT AT MIDDLE CREEK","PMC","1380","39.142315","-122.902275","LAKE","CACHE CR"
"PUTAH CREEK","PTC","115","38.528198","-121.924530","YOLO","PUTAH CR"
"PUTAH CREEK","PTF","100","38.492100","-122.005638","SOLANO","PUTAH CR"
"PUTAH CREEK NEAR GUENOC","PCG","914","38.778790","-122.517479","LAKE","PUTAH CR"
"PUTAH CREEK NEAR WINTERS","PUT","161","38.515186","-122.081917","YOLO","PUTAH CR"
"PUTAH DIVERSION OFFICE (PDO)","PDO","175","38.492016","-122.003517","SOLANO","PUTAH CR"
"PYRAMID","PYM","2606","34.644154","-118.764526","LOS ANGELES","U SANTA CLARA R"
"PYRAMID LAKE VISITORS CENTER","PYL","100","34.660000","-118.764198","LOS ANGELES","PIRU CR"
"QUAKING ASPEN","QUA","7200","36.117508","-118.539993","TULARE","TULE R"
"QUARTZ HILL","QTZ","4238","41.599998","-122.929001","SISKIYOU","SCOTT R"
"QUINCY (DWR)","QCY","3408","39.935001","-120.949997","PLUMAS","FEATHER R"
"QUINCY RANGER DISTRICT","QYR","3500","39.974998","-120.941002","PLUMAS","FEATHER R"
"RAILROAD FLAT","RRF","2720","38.313999","-120.542999","CALAVERAS","CALAVERAS R"
"RAINBOW DIVERSION DAM","RBW","1297","39.370998","-122.605003","COLUSA","STONY CR"
"RANCHITA","RAN","3450","33.222221","-116.497498","SAN DIEGO","SAN LUIS REY R"
"RANCHO CORDOVA","RNC","72","38.602554","-121.312447","SACRAMENTO","AMERICAN R"
"RATTLESNAKE","RTL","6210","40.127911","-121.043968","PLUMAS","FEATHER R"
"RAVENDALE","RAV","5298","40.730999","-120.316002","LASSEN","SUSAN R"
"READER RANCH","RDH","2025","39.304001","-121.116997","NEVADA","YUBA R"
"RED MOUNTAIN","SWS","3620","35.368301","-117.570297","SAN BERNARDINO","MOJAVE DESERT"
"RED ROCK MOUNTAIN","RRM","6700","41.023621","-122.886627","TRINITY","TRINITY R"
"REDDING","RED","500","40.515999","-122.291000","SHASTA","SACRAMENTO R"
"REDDING FIRE STATION","RFS","740","40.573601","-122.419296","SHASTA","SACTO VLY NE"
"REDWOOD CREEK AT ORICK","ORK","36","41.299290","-124.051186","HUMBOLDT","REDWOOD CR"
"REDWOOD VALLEY PINEVIEW","RVY","1230","39.285172","-123.304749","MENDOCINO","RUSSIAN R"
"RICE VALLEY","RIC","831","34.060749","-114.732277","RIVERSIDE","COLORADO R"
"RICHMOND CITY HALL","RHL","55","37.936901","-122.342697","CONTRA COSTA","SF BAY"
"RIDGE CUT SLOUGH AT KNIGHTS LANDING","RCS","0","38.793556","-121.725349","YOLO","SACRAMENTO R"
"RIO LINDA W.C.","RLN","45","38.697971","-121.448776","SACRAMENTO","AMERICAN R"
"RIO VISTA","RIV","0","38.159203","-121.684540","SOLANO","DELTA"
"RIPON","RPN","35","37.729858","-121.110138","SAN JOAQUIN","STANISLAUS R"
"RIVERSIDE GROVE","RVG","1020","37.174679","-122.150093","SANTA CRUZ","SAN LORENZO R"
"ROARING RIVER","ROR","10","38.093102","-121.887497","SOLANO","DELTA"
"ROBBS POWERHOUSE","RBP","5150","38.902382","-120.376541","EL DORADO","AMERICAN R"
"ROBBS SADDLE","RBB","5900","38.911533","-120.379295","EL DORADO","AMERICAN R"
"ROBERTS RESERVOIR OUTFLOW NEAR LOOKOUT","RRL","4157","41.229313","-121.135071","MODOC","PIT R"
"ROBINSON COW CAMP","RCC","6480","39.621864","-120.679871","SIERRA","YUBA R"
"ROCK CAMP","RCM","4924","34.287998","-117.212997","SAN BERNARDINO","MOJAVE DESERT"
"ROCK CK BLW FARMINGTON DAM","RCF","100","37.918301","-120.958603","SAN JOAQUIN","SAN JOAQUIN R"
"ROCK CREEK LAKES","RCK","9700","37.457275","-118.735023","INYO","OWENS R"
"ROCK CREEK NEAR MAMMOTH LAKES","RKC","7040","37.550999","-118.667000","MONO","OWENS R"
"ROCK SLOUGH ABV CONTRA COSTA CANAL","RSL","10","37.976311","-121.637596","CONTRA COSTA","DELTA"
"ROCKY RIDGE","RKY","2020","37.817001","-122.061996","CONTRA COSTA","EAST BAY"
"RODDY RANCH GOLF CLUB","RRG","403","37.923599","-121.785797","CONTRA COSTA","EAST BAY"
"RODEO CREEK AT HAWTHORNE DRIVE","RHW","11","38.024620","-122.263031","CONTRA COSTA","EAST BAY"
"RODEO FIRE DEPARTMENT","ROF","30","38.035000","-122.269997","CONTRA COSTA","EAST BAY"
"RODEO VALLEY","RDO","2425","39.667000","-123.320000","MENDOCINO","EEL R"
"ROGERS CAMP","RGC","6200","36.108002","-118.637001","TULARE","TULE R"
"ROSE PEAK","RSP","3060","37.501999","-121.736000","ALAMEDA","EAST BAY"
"ROSEVILLE WATER TREATMENT PLANT","RTP","380","38.724167","-121.186943","PLACER","AMERICAN R"
"ROSSMOOR","RSS","146","37.870602","-122.064400","CONTRA COSTA","EAST BAY"
"ROUGH AND READY ISLAND","RRI","15","37.963001","-121.364998","SAN JOAQUIN","SAN JOAQUIN R"
"ROUND MOUNTAIN (CDF)","RND","5258","41.419998","-121.458000","SISKIYOU","PIT R"
"ROYER PARK-DRY CREEK","RYP","140","38.749001","-121.279999","PLACER","AMERICAN R"
"RUBICON LAKE","RBL","6800","38.966999","-120.217003","EL DORADO","AMERICAN R"
"RUBICON PEAK 2","RP2","7500","39.000999","-120.139999","EL DORADO","LAKE TAHOE"
"RUSH CREEK NEAR LEWISTON","RCL","1700","40.724998","-122.834000","TRINITY","TRINITY R"
"RUSSIAN R NR UKIAH","RRU","599","39.195599","-123.193901","MENDOCINO","RUSSIAN R"
"RUSSIAN RIVER AT CLOVERDALE","CLV","107","38.879349","-123.053612","MENDOCINO","RUSSIAN R"
"RUSSIAN RIVER AT GUERNEVILLE BRIDGE","GVB","9","38.500999","-122.992996","SONOMA","RUSSIAN R"
"RUSSIAN RIVER NEAR HACIENDA BRIDGE","HAC","20","38.508522","-122.927773","SONOMA","RUSSIAN R"
"RUSSIAN RIVER NEAR HEALDSBURG","HEA","108","38.613243","-122.836380","SONOMA","RUSSIAN R"
"RUSSIAN RIVER NEAR HOPLAND","HOP","498","39.026562","-123.130562","MENDOCINO","RUSSIAN R"
"RUTH LAKE","RTH","2700","40.318539","-123.374001","HUMBOLDT","MAD R"
"S. FK WILLOW CK BLW BROWN'S CK DIV DAM","SWC","2635","37.292900","-119.500603","MADERA","SAN JOAQUIN R"
"SACATA REPEATER","SC1","3520","36.915298","-119.207497","FRESNO","KINGS R"
"SACRAMENTO DEEP WATER SHIPPING CHANNEL","DWS","0","38.256111","-121.666672","YOLO","SACRAMENTO R"
"SACRAMENTO INTERNATIONAL AIRPORT","SMF","17","38.686001","-121.586998","SACRAMENTO","SACTO VLY WEST"
"SACRAMENTO NATIONAL WILDLIFE REFUGE","SWR","100","39.417198","-122.182503","GLENN","SACRAMENTO R"
"SACRAMENTO R @ FREMONT WEIR(CREST 32.0')","FRE","40","38.759258","-121.667274","YOLO","SACRAMENTO R"
"SACRAMENTO R ABOVE DELTA CROSS CHANNEL","SDC","10","38.257000","-121.517998","SACRAMENTO","SACRAMENTO R"
"SACRAMENTO R ABV SACRAMENTO WEIR","SSW","20","38.608051","-121.559303","YOLO","SACRAMENTO R"
"SACRAMENTO R AT DELTA","SDT","1075","40.939999","-122.416000","SHASTA","SACRAMENTO R"
"SACRAMENTO R AT FREMONT WEIR EAST END","FEW","37","38.765354","-121.635620","YOLO","SACRAMENTO R"
"SACRAMENTO R AT HAMILTON CITY-MAIN CH","HMC","145","39.750923","-121.997879","GLENN","SACRAMENTO R"
"SACRAMENTO R AT ORD FERRY-MAIN CHANNEL","ORD","115","39.628132","-121.993179","GLENN","SACRAMENTO R"
"SACRAMENTO R AT RED BLUFF DIVERSION DAM","RDB","236","40.154362","-122.201950","TEHAMA","SACRAMENTO R"
"SACRAMENTO R AT SNODGRASS","SGX","23","38.349701","-121.533546","SACRAMENTO","SACRAMENTO R"
"SACRAMENTO R AT VINA EAST BANK O/F","VNO","185","39.908737","-122.092468","TEHAMA","SACRAMENTO R"
"SACRAMENTO R AT WALNUT GROVE EC","SWE","25","38.241852","-121.514771","SACRAMENTO","SACRAMENTO R"
"SACRAMENTO R AT WALNUT GROVE STAGE","WGS","22","38.239414","-121.516724","SACRAMENTO","SACRAMENTO R"
"SACRAMENTO R DOWNSTREAM OF ISLETON","SOI","5","38.175480","-121.656860","SACRAMENTO","SACRAMENTO R"
"SACRAMENTO R NR SHERMAN ISLAND","SSI","0","38.074097","-121.761734","SACRAMENTO","SACRAMENTO R"
"SACRAMENTO R REGION UNIMPAIRED RUNOFF","SMU","0","38.450001","-121.500000","SACRAMENTO","SACRAMENTO R"
"SACRAMENTO RIVER ABOVE CLEAR CK","CCR","450","40.537998","-122.356003","SHASTA","SACRAMENTO R"
"SACRAMENTO RIVER ABV BEND BRIDGE","SBB","186","40.289001","-122.185997","TEHAMA","SACTO VLY NE"
"SACRAMENTO RIVER AT ANDERSON","AND","397","40.471333","-122.295357","SHASTA","SACRAMENTO R"
"SACRAMENTO RIVER AT BALLS FERRY BRIDGE","BSF","360","40.417000","-122.193001","TEHAMA","SACRAMENTO R"
"SACRAMENTO RIVER AT BEND BRIDGE","BND","286","40.288486","-122.186661","TEHAMA","SACRAMENTO R"
"SACRAMENTO RIVER AT BUTTE CITY","BTC","99","39.457840","-121.994164","GLENN","SACRAMENTO R"
"SACRAMENTO RIVER AT BUTTE SLOUGH","SBS","39","39.194798","-121.936623","SUTTER","SACRAMENTO R"
"SACRAMENTO RIVER AT CHANNEL MARKER 10","C10","0","38.059830","-121.799889","SOLANO","SACRAMENTO R"
"SACRAMENTO RIVER AT CHANNEL MARKER 5","C05","0","38.065781","-121.835808","SOLANO","SACRAMENTO R"
"SACRAMENTO RIVER AT COLUSA","COL","50","39.214058","-122.000252","COLUSA","SACRAMENTO R"
"SACRAMENTO RIVER AT DECKER ISLAND","SDI","0","38.093399","-121.736000","SOLANO","SACRAMENTO R"
"SACRAMENTO RIVER AT DELTA","DLT","1075","40.939594","-122.417236","SHASTA","SACRAMENTO R"
"SACRAMENTO RIVER AT FREEPORT","FPT","0","38.456112","-121.500298","SACRAMENTO","SACRAMENTO R"
"SACRAMENTO RIVER AT HOOD","SRH","4","38.367981","-121.519958","SACRAMENTO","SACRAMENTO R"
"SACRAMENTO RIVER AT I STREET BRIDGE","IST","27","38.588673","-121.504967","SACRAMENTO","SACRAMENTO R"
"SACRAMENTO RIVER AT KESWICK","KWK","596","40.600983","-122.444458","SHASTA","SACRAMENTO R"
"SACRAMENTO RIVER AT KNIGHTS LANDING","KNL","30","38.803349","-121.716393","SUTTER","SACRAMENTO R"
"SACRAMENTO RIVER AT MALLARD ISLAND","MAL","0","38.042805","-121.920090","CONTRA COSTA","SACRAMENTO R"
"SACRAMENTO RIVER AT RIO VISTA (USGS)","SRV","0","38.160000","-121.685997","SOLANO","SACRAMENTO R"
"SACRAMENTO RIVER AT RIO VISTA BRIDGE","RVB","0","38.159737","-121.686356","SOLANO","SACRAMENTO R"
"SACRAMENTO RIVER AT TEHAMA BRIDGE","TEH","213","40.028755","-122.117981","TEHAMA","SACRAMENTO R"
"SACRAMENTO RIVER AT VERONA","VON","43","38.774155","-121.598068","SUTTER","SACRAMENTO R"
"SACRAMENTO RIVER AT VINA BRIDGE-MAIN CH","VIN","185","39.908737","-122.092468","TEHAMA","SACRAMENTO R"
"SACRAMENTO RIVER BELOW GEORGIANA SLOUGH","GES","0","38.238899","-121.523399","SACRAMENTO","SACRAMENTO R"
"SACRAMENTO RIVER BELOW WILKINS SLOUGH","WLK","30","39.009895","-121.824692","SUTTER","SACRAMENTO R"
"SACRAMENTO RIVER BL TOLAND LANDING","M13","0","38.077808","-121.767288","SOLANO","SACRAMENTO R"
"SACRAMENTO RIVER UPSTREAM OF HWY 44","SAC","490","40.592579","-122.369827","SHASTA","SACRAMENTO R"
"SACTO INFLOW-SHASTA","SIS","2800","40.717999","-122.419998","SISKIYOU","PIT R"
"SACTO R AT COLUSA WEIR (CREST 60.9')","CLW","70","39.236820","-121.994759","COLUSA","SACRAMENTO R"
"SACTO R AT MOULTON WEIR (CREST 76.2')","MLW","85","39.338211","-122.022629","COLUSA","SACRAMENTO R"
"SACTO R AT TISDALE WEIR (CREST 44.1')","TIS","45","39.026440","-121.822083","SUTTER","SACRAMENTO R"
"SADDLE CAMP","SAD","3850","40.165279","-122.801109","TEHAMA","COTTONWOOD CR"
"SADDLEBACK","SBK","6670","39.474998","-120.202499","SIERRA","YUBA R"
"SADDLEBACK BUTTE","SDD","2590","34.667999","-117.820999","LOS ANGELES","ANTELOPE VALLEY"
"SALINAS RIVER AT LAGOON","SLG","12","36.750000","-121.800003","MONTEREY","SALINAS R"
"SALINAS RIVER AT PASO ROBLES","PAS","700","35.628582","-120.684334","SAN LUIS OBISPO","SALINAS R"
"SALINAS RIVER NEAR BRADLEY","BRA","443","35.930244","-120.868790","MONTEREY","SALINAS R"
"SALINAS RIVER NEAR SPRECKELS","SPR","53","36.631069","-121.672447","MONTEREY","SALINAS R"
"SALMON RIVER AT SOMES BAR","SMS","483","41.376514","-123.477005","SISKIYOU","SALMON R"
"SALT SLOUGH AT HWY 165 NR STEVINSON","SSH","75","37.247799","-120.851097","MERCED","SAN JOAQUIN R"
"SALT SPRINGS PH (PG&E)","SSR","3700","38.498001","-120.219002","CALAVERAS","MOKELUMNE R"
"SAN ANDREAS","SNN","456","37.580162","-122.413284","SAN MATEO","SF BAY"
"SAN ANDREAS LANDING","SAL","0","38.103302","-121.591316","SAN JOAQUIN","DELTA"
"SAN ANTONIO RESERVOIR","SAT","468","37.573002","-121.848000","ALAMEDA","ALAMEDA CR"
"SAN BENITO R AT HWY 156 NEAR HOLLISTER","SBH","260","36.851898","-121.429939","SAN BENITO","SAN BENITO R"
"SAN BERNARDINO COUNTY YARD","SCY","1042","34.104000","-117.267998","SAN BERNARDINO","SANTA ANA R"
"SAN DIEGO RIVER AT FASHION VALLEY","FSN","30","32.765049","-117.168648","SAN DIEGO","SAN DIEGO R"
"SAN DIMAS CK AT PUDDINGSTON DIVERSN","PUD","1130","34.120998","-117.781998","LOS ANGELES","SAN GABRIEL R"
"SAN DIMAS DAM","SND","1350","34.153000","-117.771004","LOS ANGELES","SAN GABRIEL R"
"SAN GUILLERMO","GMO","5138","34.657223","-119.170280","VENTURA","SANTA CLARA R"
"SAN JOAQUIN NO. 1 CONDUIT","S1C","2450","37.283100","-119.815002","MADERA","SAN JOAQUIN R"
"SAN JOAQUIN R - MONITORING WELL #89","W89","100","37.028000","-120.544403","FRESNO","SAN JOAQUIN R"
"SAN JOAQUIN R - MONITORING WELL #92","W92","100","37.104500","-120.591599","MERCED","SAN JOAQUIN R"
"SAN JOAQUIN R - MONITORING WELL #R3-7","R37","165","36.835201","-120.407600","MADERA","SAN JOAQUIN R"
"SAN JOAQUIN R 4 RIVERS UNIMPAIRED RUNOFF","SJU","35","37.676041","-121.266327","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOAQUIN R ABV MERCED R NR NEWMAN","SMN","60","37.347214","-120.976181","STANISLAUS","SAN JOAQUIN R"
"SAN JOAQUIN R AT BRANDT BRIDGE","BDT","0","37.865002","-121.323097","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOAQUIN R AT CHANNEL MARKER 42","C42","0","38.100655","121.602684","SACRAMENTO","SAN JOAQUIN R"
"SAN JOAQUIN R AT DONNY BRIDGE","DNB","239","36.833500","-119.965797","MADERA","SAN JOAQUIN R"
"SAN JOAQUIN R AT FREMONT FORD BRIDGE","FFB","65","37.309940","-120.931038","MERCED","SAN JOAQUIN R"
"SAN JOAQUIN R AT FRIANT DAM-WQ","FWQ","330","36.999298","-119.706100","FRESNO","SAN JOAQUIN R"
"SAN JOAQUIN R AT HWY 41","H41","260","36.876202","-119.793198","MADERA","SAN JOAQUIN R"
"SAN JOAQUIN R AT MAZE RD BRIDGE","MRB","39","37.641399","-121.227600","STANISLAUS","SAN JOAQUIN R"
"SAN JOAQUIN R AT PRISONERS PT NR TERMINO","PRI","0","38.059399","-121.557198","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOAQUIN R AT RINDGE PUMP","RGP","10","37.997280","-121.419449","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOAQUIN R AT SAN MATEO RD NR MENDOTA","SJN","163","36.778889","-120.306664","FRESNO","SAN JOAQUIN R"
"SAN JOAQUIN R BLW HWY 145 (SKAGGS BR)","SKB","200","36.822899","-120.088402","MADERA","SAN JOAQUIN R"
"SAN JOAQUIN R BLW OLD R NEAR LATHROP","SJL","10","37.811150","-121.324036","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOAQUIN R MCCUNE STATION NR VERNALIS","SJR","32","37.679291","-121.265106","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOAQUIN R NR CROWS LANDING","SCL","60","37.431881","-121.013817","STANISLAUS","SAN JOAQUIN R"
"SAN JOAQUIN R NR DOS PALOS","SDP","116","36.993999","-120.501503","FRESNO","SAN JOAQUIN R"
"SAN JOAQUIN R NR WASHINGTON RD","SWA","109","37.115318","-120.586998","MERCED","SAN JOAQUIN R"
"SAN JOAQUIN RIVER ABOVE DOS REIS","SJD","7","37.822330","-121.317726","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOAQUIN RIVER AT ANTIOCH","ANH","10","38.017830","-121.802963","CONTRA COSTA","SAN JOAQUIN R"
"SAN JOAQUIN RIVER AT GARWOOD BRIDGE","SJG","13","37.935001","-121.329002","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOAQUIN RIVER AT GRAVELLY FORD","GRF","170","36.798000","-120.160004","FRESNO","SAN JOAQUIN R"
"SAN JOAQUIN RIVER AT JERSEY POINT (USGS)","SJJ","10","38.051998","-121.689003","CONTRA COSTA","SAN JOAQUIN R"
"SAN JOAQUIN RIVER AT MOSSDALE BRIDGE","MSD","31","37.785999","-121.306000","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOAQUIN RIVER AT PATTERSON BRIDGE","SJP","97","37.493999","-121.081001","STANISLAUS","SAN JOAQUIN R"
"SAN JOAQUIN RIVER AT TWITCHELL ISLAND","TWI","0","38.096901","-121.669098","SACRAMENTO","SAN JOAQUIN R"
"SAN JOAQUIN RIVER AT VENICE ISLAND","VNI","0","38.050179","-121.496696","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOAQUIN RIVER BELOW BIFURCATION","SJB","170","36.772999","-120.286003","MADERA","SAN JOAQUIN R"
"SAN JOAQUIN RIVER BELOW FRIANT","SJF","294","36.984394","-119.724312","FRESNO","SAN JOAQUIN R"
"SAN JOAQUIN RIVER NEAR AUBERRY","SJA","870","37.132000","-119.530998","FRESNO","SAN JOAQUIN R"
"SAN JOAQUIN RIVER NEAR BUCKLEY COVE","SJC","10","37.980267","-121.385719","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOAQUIN RIVER NEAR HWY 152","SJH","111","37.055420","-120.548302","MADERA","SAN JOAQUIN R"
"SAN JOAQUIN RIVER NEAR MENDOTA","MEN","170","36.810505","-120.378227","FRESNO","SAN JOAQUIN R"
"SAN JOAQUIN RIVER NEAR NEWMAN","NEW","90","37.350494","-120.977150","MERCED","SAN JOAQUIN R"
"SAN JOAQUIN RIVER NEAR STEVINSON","SJS","82","37.294998","-120.850998","MERCED","SAN JOAQUIN R"
"SAN JOAQUIN RIVER NEAR VERNALIS","VNS","35","37.676041","-121.266327","SAN JOAQUIN","SAN JOAQUIN R"
"SAN JOSE (ALERT)","SJE","58","37.362000","-121.927002","SANTA CLARA","LOS GATOS CR (NEAR SAN JOSE)"
"SAN LEANDRO BAY","SLE","10","37.700001","-122.217003","ALAMEDA","SF BAY"
"SAN LORENZO RIVER DIVERSION","SLR","80","36.990925","-122.031403","SANTA CRUZ","SAN LORENZO R"
"SAN LORENZO RIVER FELTON DIVERSION","FEL","260","37.045532","-122.072334","SANTA CRUZ","SAN LORENZO R"
"SAN LORENZO VALLEY WATER DISTRICT","VWD","495","37.123444","-122.121864","SANTA CRUZ","SAN LORENZO R"
"SAN LUIS NWR","SAN","65","37.181999","-120.793999","MERCED","SAN JOAQUIN R"
"SAN LUIS RESERVOIR","SNL","543","37.033001","-121.133003","MERCED","SAN LUIS CR"
"SAN LUIS REY R AT PAUMA VALLEY","PAU","741","33.313297","-117.000931","SAN DIEGO","SAN LUIS REY R"
"SAN LUIS REY RIVER AT OCEANSIDE","OCS","20","33.217999","-117.359001","SAN DIEGO","SAN LUIS REY R"
"SAN MIGUEL","SMG","425","32.685001","-116.973999","SAN DIEGO","SWEETWATER R"
"SAN PABLO CREEK AT LA HONDA ROAD","SNP","152","37.963425","-122.287216","CONTRA COSTA","EAST BAY"
"SAN RAFAEL HILLS","SRA","1770","34.194199","-118.212502","LOS ANGELES","LOS ANGELES R"
"SAN RAMON CK AT SAN RAMON","SRN","530","37.773060","-121.993607","CONTRA COSTA","EAST BAY"
"SAN VICENTE","SVT","560","32.911999","-116.924004","SAN DIEGO","SAN DIEGO R"
